key,airport_name,carrier_name,reason,avg_delay,total_ct
3102,"Los Angeles, CA: Los Angeles International",Hawaiian Airlines Inc.,National Air Systems,20,0.25
3103,"Los Angeles, CA: Los Angeles International",Hawaiian Airlines Inc.,Security,16.39784946,0.49
3104,"Los Angeles, CA: Los Angeles International",JetBlue Airways,Carrier,53.81418717,262.67
3105,"Los Angeles, CA: Los Angeles International",JetBlue Airways,Late Aircraft,58.85593649,157.16
3106,"Los Angeles, CA: Los Angeles International",JetBlue Airways,National Air Systems,37.58236511,389.81
3107,"Los Angeles, CA: Los Angeles International",JetBlue Airways,Security,57.7651172,7.78
3108,"Los Angeles, CA: Los Angeles International",JetBlue Airways,Weather,138.1414362,24.57
3109,"Los Angeles, CA: Los Angeles International",SkyWest Airlines Inc.,Carrier,78.23079069,1566.94
3110,"Los Angeles, CA: Los Angeles International",SkyWest Airlines Inc.,Late Aircraft,56.67620237,5810.46
3111,"Los Angeles, CA: Los Angeles International",SkyWest Airlines Inc.,National Air Systems,32.44638681,3449.91
3112,"Los Angeles, CA: Los Angeles International",SkyWest Airlines Inc.,Security,35.05262764,11.73
3113,"Los Angeles, CA: Los Angeles International",SkyWest Airlines Inc.,Weather,90.32783357,160.95
3114,"Los Angeles, CA: Los Angeles International",Southwest Airlines Co.,Carrier,45.78714262,3089.25
3115,"Los Angeles, CA: Los Angeles International",Southwest Airlines Co.,Late Aircraft,54.6012313,5735.09
3116,"Los Angeles, CA: Los Angeles International",Southwest Airlines Co.,National Air Systems,35.30658783,2648.7
3117,"Los Angeles, CA: Los Angeles International",Southwest Airlines Co.,Security,34.2997668,19.74
3118,"Los Angeles, CA: Los Angeles International",Southwest Airlines Co.,Weather,68.51586177,89.22
3119,"Los Angeles, CA: Los Angeles International",United Air Lines Inc.,Carrier,53.47803326,2904.69
3120,"Los Angeles, CA: Los Angeles International",United Air Lines Inc.,Late Aircraft,80.41192492,2213.67
3121,"Los Angeles, CA: Los Angeles International",United Air Lines Inc.,National Air Systems,38.02717226,2389.41
3122,"Los Angeles, CA: Los Angeles International",United Air Lines Inc.,Weather,72.50871629,253.23
3123,"Los Angeles, CA: Los Angeles International",US Airways Inc.,Carrier,50.42300487,529.37
3124,"Los Angeles, CA: Los Angeles International",US Airways Inc.,Late Aircraft,59.35927446,244.29
3125,"Los Angeles, CA: Los Angeles International",US Airways Inc.,National Air Systems,35.71774772,703.86
3126,"Los Angeles, CA: Los Angeles International",US Airways Inc.,Security,34.72309721,23.95
3127,"Los Angeles, CA: Los Angeles International",US Airways Inc.,Weather,113.7869754,36.54
3128,"Los Angeles, CA: Los Angeles International",Virgin America,Carrier,54.60913764,545.43
3129,"Los Angeles, CA: Los Angeles International",Virgin America,Late Aircraft,75.16516878,772.12
3130,"Los Angeles, CA: Los Angeles International",Virgin America,National Air Systems,43.54525372,456.8
3131,"Los Angeles, CA: Los Angeles International",Virgin America,Security,36.84708117,15.87
3132,"Los Angeles, CA: Los Angeles International",Virgin America,Weather,32.79236162,351.77
3133,"Louisville, KY: Louisville International-Standiford Field",AirTran Airways Corporation,Carrier,37.43717474,29.87
3134,"Louisville, KY: Louisville International-Standiford Field",AirTran Airways Corporation,Late Aircraft,37.92031368,13.9
3135,"Louisville, KY: Louisville International-Standiford Field",AirTran Airways Corporation,National Air Systems,28.97543807,14.22
3136,"Louisville, KY: Louisville International-Standiford Field",American Airlines Inc.,Carrier,51.99507137,127.18
3137,"Louisville, KY: Louisville International-Standiford Field",American Airlines Inc.,Late Aircraft,90.43157535,96.83
3138,"Louisville, KY: Louisville International-Standiford Field",American Airlines Inc.,National Air Systems,35.7920044,72.52
3139,"Louisville, KY: Louisville International-Standiford Field",American Airlines Inc.,Security,78.68852459,0.61
3140,"Louisville, KY: Louisville International-Standiford Field",American Airlines Inc.,Weather,84.6457541,12.85
3141,"Louisville, KY: Louisville International-Standiford Field",American Eagle Airlines Inc.,Carrier,43.7165688,30.91
3142,"Louisville, KY: Louisville International-Standiford Field",American Eagle Airlines Inc.,Late Aircraft,42.92432638,33.78
3143,"Louisville, KY: Louisville International-Standiford Field",American Eagle Airlines Inc.,National Air Systems,32.14197891,39.68
3144,"Louisville, KY: Louisville International-Standiford Field",American Eagle Airlines Inc.,Weather,66.32316859,6.64
3145,"Louisville, KY: Louisville International-Standiford Field",Delta Air Lines Inc.,Carrier,44.73200494,143.09
3146,"Louisville, KY: Louisville International-Standiford Field",Delta Air Lines Inc.,Late Aircraft,48.85975065,95.43
3147,"Louisville, KY: Louisville International-Standiford Field",Delta Air Lines Inc.,National Air Systems,32.3993479,59.48
3148,"Louisville, KY: Louisville International-Standiford Field",Delta Air Lines Inc.,Weather,70.28435097,26
3149,"Louisville, KY: Louisville International-Standiford Field",Envoy Air,Carrier,51.005602,88.31
3150,"Louisville, KY: Louisville International-Standiford Field",Envoy Air,Late Aircraft,57.40155566,143.1
3151,"Louisville, KY: Louisville International-Standiford Field",Envoy Air,National Air Systems,38.1526486,232.55
3152,"Louisville, KY: Louisville International-Standiford Field",Envoy Air,Weather,63.54254303,13.05
3153,"Louisville, KY: Louisville International-Standiford Field",ExpressJet Airlines Inc.,Carrier,68.91936837,351.86
3154,"Louisville, KY: Louisville International-Standiford Field",ExpressJet Airlines Inc.,Late Aircraft,67.41883503,355.61
3155,"Louisville, KY: Louisville International-Standiford Field",ExpressJet Airlines Inc.,National Air Systems,49.42194302,346.85
3156,"Louisville, KY: Louisville International-Standiford Field",ExpressJet Airlines Inc.,Weather,119.707156,16.68
3157,"Louisville, KY: Louisville International-Standiford Field",SkyWest Airlines Inc.,Carrier,53.0919117,30.29
3158,"Louisville, KY: Louisville International-Standiford Field",SkyWest Airlines Inc.,Late Aircraft,51.15980781,38.4
3159,"Louisville, KY: Louisville International-Standiford Field",SkyWest Airlines Inc.,National Air Systems,55.05919878,26.52
3160,"Louisville, KY: Louisville International-Standiford Field",SkyWest Airlines Inc.,Weather,69.13580247,0.81
3161,"Louisville, KY: Louisville International-Standiford Field",Southwest Airlines Co.,Carrier,46.73001368,523.33
3162,"Louisville, KY: Louisville International-Standiford Field",Southwest Airlines Co.,Late Aircraft,60.99459011,596.57
3163,"Louisville, KY: Louisville International-Standiford Field",Southwest Airlines Co.,National Air Systems,39.31530678,163.73
3164,"Louisville, KY: Louisville International-Standiford Field",Southwest Airlines Co.,Security,27.87037037,1.54
3165,"Louisville, KY: Louisville International-Standiford Field",Southwest Airlines Co.,Weather,102.9573213,17.85
3166,"Louisville, KY: Louisville International-Standiford Field",United Air Lines Inc.,Carrier,44.36619718,1.42
3167,"Louisville, KY: Louisville International-Standiford Field",United Air Lines Inc.,Late Aircraft,211.1111111,1.08
3168,"Louisville, KY: Louisville International-Standiford Field",United Air Lines Inc.,National Air Systems,50,0.5
3169,"Louisville, KY: Louisville International-Standiford Field",US Airways Inc.,Carrier,64,1
3170,"Lubbock, TX: Lubbock Preston Smith International",American Airlines Inc.,Carrier,49.54222801,95.83
3171,"Lubbock, TX: Lubbock Preston Smith International",American Airlines Inc.,Late Aircraft,64.46925604,98.78
3172,"Lubbock, TX: Lubbock Preston Smith International",American Airlines Inc.,National Air Systems,47.95562882,29.1
3173,"Lubbock, TX: Lubbock Preston Smith International",American Airlines Inc.,Weather,90.06478052,8.29
3174,"Lubbock, TX: Lubbock Preston Smith International",American Eagle Airlines Inc.,Carrier,28.43249365,18.76
3175,"Lubbock, TX: Lubbock Preston Smith International",American Eagle Airlines Inc.,Late Aircraft,34.42213374,16
3176,"Lubbock, TX: Lubbock Preston Smith International",American Eagle Airlines Inc.,National Air Systems,30.97560374,17.24
3177,"Lubbock, TX: Lubbock Preston Smith International",American Eagle Airlines Inc.,Weather,40.02703299,1.98
3178,"Lubbock, TX: Lubbock Preston Smith International",Envoy Air,Carrier,45.90302826,81.91
3179,"Lubbock, TX: Lubbock Preston Smith International",Envoy Air,Late Aircraft,50.01040441,65.87
3180,"Lubbock, TX: Lubbock Preston Smith International",Envoy Air,National Air Systems,40.60590097,50.98
3181,"Lubbock, TX: Lubbock Preston Smith International",Envoy Air,Weather,67.17832703,9.21
3182,"Lubbock, TX: Lubbock Preston Smith International",ExpressJet Airlines Inc.,Carrier,64.099062,155.79
3183,"Lubbock, TX: Lubbock Preston Smith International",ExpressJet Airlines Inc.,Late Aircraft,62.48508927,177.25
3184,"Lubbock, TX: Lubbock Preston Smith International",ExpressJet Airlines Inc.,National Air Systems,44.06892774,175.07
3185,"Lubbock, TX: Lubbock Preston Smith International",ExpressJet Airlines Inc.,Weather,91.59514379,8.9
3186,"Lubbock, TX: Lubbock Preston Smith International",Southwest Airlines Co.,Carrier,48.18484988,224.14
3187,"Lubbock, TX: Lubbock Preston Smith International",Southwest Airlines Co.,Late Aircraft,57.59612715,377.7
3188,"Lubbock, TX: Lubbock Preston Smith International",Southwest Airlines Co.,National Air Systems,38.39831561,44.63
3189,"Lubbock, TX: Lubbock Preston Smith International",Southwest Airlines Co.,Weather,81.21177778,7.56
3190,"Madison, WI: Dane County Regional-Truax Field",American Eagle Airlines Inc.,Carrier,51.55706065,35.55
3191,"Madison, WI: Dane County Regional-Truax Field",American Eagle Airlines Inc.,Late Aircraft,52.48998549,38.74
3192,"Madison, WI: Dane County Regional-Truax Field",American Eagle Airlines Inc.,National Air Systems,37.23145579,54.81
3193,"Madison, WI: Dane County Regional-Truax Field",American Eagle Airlines Inc.,Weather,45.26196919,13.91
3194,"Madison, WI: Dane County Regional-Truax Field",Delta Air Lines Inc.,Carrier,53.98061523,152.36
3195,"Madison, WI: Dane County Regional-Truax Field",Delta Air Lines Inc.,Late Aircraft,47.46974682,90.47
3196,"Madison, WI: Dane County Regional-Truax Field",Delta Air Lines Inc.,National Air Systems,35.4094367,94.31
3197,"Madison, WI: Dane County Regional-Truax Field",Delta Air Lines Inc.,Security,109,1
3198,"Madison, WI: Dane County Regional-Truax Field",Delta Air Lines Inc.,Weather,111.4599149,20.89
3199,"Madison, WI: Dane County Regional-Truax Field",Envoy Air,Carrier,43.70883199,143.23
3200,"Madison, WI: Dane County Regional-Truax Field",Envoy Air,Late Aircraft,48.20431293,163.61
3201,"Madison, WI: Dane County Regional-Truax Field",Envoy Air,National Air Systems,34.77143291,172.78
3202,"Madison, WI: Dane County Regional-Truax Field",Envoy Air,Security,48.40448179,2.05
3203,"Madison, WI: Dane County Regional-Truax Field",Envoy Air,Weather,53.95000154,35.33
3204,"Madison, WI: Dane County Regional-Truax Field",ExpressJet Airlines Inc.,Carrier,73.4668892,313.42
3205,"Madison, WI: Dane County Regional-Truax Field",ExpressJet Airlines Inc.,Late Aircraft,67.4731277,357.38
3206,"Madison, WI: Dane County Regional-Truax Field",ExpressJet Airlines Inc.,National Air Systems,49.89397168,205.64
3207,"Madison, WI: Dane County Regional-Truax Field",ExpressJet Airlines Inc.,Security,25,0.28
3208,"Madison, WI: Dane County Regional-Truax Field",ExpressJet Airlines Inc.,Weather,107.1702082,23.31
3209,"Madison, WI: Dane County Regional-Truax Field",Frontier Airlines Inc.,Carrier,48.80568869,16.75
3210,"Madison, WI: Dane County Regional-Truax Field",Frontier Airlines Inc.,Late Aircraft,78.19621291,29
3211,"Madison, WI: Dane County Regional-Truax Field",Frontier Airlines Inc.,National Air Systems,47.83812862,52.82
3212,"Madison, WI: Dane County Regional-Truax Field",Frontier Airlines Inc.,Weather,75,0.44
3213,"Madison, WI: Dane County Regional-Truax Field",SkyWest Airlines Inc.,Carrier,60.11477078,167.94
3214,"Madison, WI: Dane County Regional-Truax Field",SkyWest Airlines Inc.,Late Aircraft,52.86391372,224.89
3215,"Madison, WI: Dane County Regional-Truax Field",SkyWest Airlines Inc.,National Air Systems,35.91883747,157.8
3216,"Madison, WI: Dane County Regional-Truax Field",SkyWest Airlines Inc.,Security,19.04761905,0.84
3217,"Madison, WI: Dane County Regional-Truax Field",SkyWest Airlines Inc.,Weather,59.55346233,7.51
3218,"Madison, WI: Dane County Regional-Truax Field",United Air Lines Inc.,Carrier,100,0.14
3219,"Madison, WI: Dane County Regional-Truax Field",United Air Lines Inc.,Late Aircraft,98.8372093,0.86
3220,"Madison, WI: Dane County Regional-Truax Field",United Air Lines Inc.,National Air Systems,21,1
3221,"Mammoth Lakes, CA: Mammoth Lakes Airport",SkyWest Airlines Inc.,Carrier,52.49305447,13.5
3222,"Mammoth Lakes, CA: Mammoth Lakes Airport",SkyWest Airlines Inc.,Late Aircraft,59.82241513,24.05
3223,"Mammoth Lakes, CA: Mammoth Lakes Airport",SkyWest Airlines Inc.,National Air Systems,34.06943674,4.7
3224,"Mammoth Lakes, CA: Mammoth Lakes Airport",SkyWest Airlines Inc.,Weather,95.45454545,1.76
3225,"Manchester, NH: Manchester-Boston Regional",Delta Air Lines Inc.,Carrier,54.75769366,32.09
3226,"Manchester, NH: Manchester-Boston Regional",Delta Air Lines Inc.,Late Aircraft,56.07288529,20.89
3227,"Manchester, NH: Manchester-Boston Regional",Delta Air Lines Inc.,National Air Systems,48.62853221,24.35
3228,"Manchester, NH: Manchester-Boston Regional",Delta Air Lines Inc.,Weather,193.3131243,6.66
3229,"Manchester, NH: Manchester-Boston Regional",ExpressJet Airlines Inc.,Carrier,68.38595287,132.48
3230,"Manchester, NH: Manchester-Boston Regional",ExpressJet Airlines Inc.,Late Aircraft,69.4938268,145.63
3231,"Manchester, NH: Manchester-Boston Regional",ExpressJet Airlines Inc.,National Air Systems,40.99338269,82.15
3232,"Manchester, NH: Manchester-Boston Regional",ExpressJet Airlines Inc.,Weather,125.9891395,5.75
3233,"Manchester, NH: Manchester-Boston Regional",Southwest Airlines Co.,Carrier,47.74024435,520.6
3234,"Manchester, NH: Manchester-Boston Regional",Southwest Airlines Co.,Late Aircraft,58.00497446,587.86
3235,"Manchester, NH: Manchester-Boston Regional",Southwest Airlines Co.,National Air Systems,44.24106085,127.05
3236,"Manchester, NH: Manchester-Boston Regional",Southwest Airlines Co.,Security,43,1
3237,"Manchester, NH: Manchester-Boston Regional",Southwest Airlines Co.,Weather,90.54270801,36.48
3238,"Manchester, NH: Manchester-Boston Regional",US Airways Inc.,Carrier,62.85714286,0.35
3239,"Manchester, NH: Manchester-Boston Regional",US Airways Inc.,Late Aircraft,63.07692308,0.65
3240,"Manhattan/Ft. Riley, KS: Manhattan Regional",American Eagle Airlines Inc.,Carrier,33.35804098,28.73
3241,"Manhattan/Ft. Riley, KS: Manhattan Regional",American Eagle Airlines Inc.,Late Aircraft,66.73089337,33.01
3242,"Manhattan/Ft. Riley, KS: Manhattan Regional",American Eagle Airlines Inc.,National Air Systems,52.52331505,29.98
3243,"Manhattan/Ft. Riley, KS: Manhattan Regional",American Eagle Airlines Inc.,Weather,108.8340276,15.29
3244,"Manhattan/Ft. Riley, KS: Manhattan Regional",Envoy Air,Carrier,46.28649378,116.27
3245,"Manhattan/Ft. Riley, KS: Manhattan Regional",Envoy Air,Late Aircraft,57.1126389,121.61
3246,"Manhattan/Ft. Riley, KS: Manhattan Regional",Envoy Air,National Air Systems,44.64409636,95.57
3247,"Manhattan/Ft. Riley, KS: Manhattan Regional",Envoy Air,Security,28.06026365,0.68
3248,"Manhattan/Ft. Riley, KS: Manhattan Regional",Envoy Air,Weather,62.75934528,25.87
3249,"Manhattan/Ft. Riley, KS: Manhattan Regional",ExpressJet Airlines Inc.,Carrier,73.19650306,17.63
3250,"Manhattan/Ft. Riley, KS: Manhattan Regional",ExpressJet Airlines Inc.,Late Aircraft,50.84436181,24.69
3251,"Manhattan/Ft. Riley, KS: Manhattan Regional",ExpressJet Airlines Inc.,National Air Systems,48.29991058,5.67
3252,"Marquette, MI: Sawyer International",American Eagle Airlines Inc.,Carrier,61.21419379,6.7
3253,"Marquette, MI: Sawyer International",American Eagle Airlines Inc.,Late Aircraft,68.05578163,9.67
3254,"Marquette, MI: Sawyer International",American Eagle Airlines Inc.,National Air Systems,72.63232505,5.94
3255,"Marquette, MI: Sawyer International",American Eagle Airlines Inc.,Weather,106.2107843,6.68
3256,"Marquette, MI: Sawyer International",Envoy Air,Carrier,83.90808411,17.27
3257,"Marquette, MI: Sawyer International",Envoy Air,Late Aircraft,66.0293425,26.51
3258,"Marquette, MI: Sawyer International",Envoy Air,National Air Systems,60.51146083,32.17
3259,"Marquette, MI: Sawyer International",Envoy Air,Weather,84.53891055,4.06
3260,"Martha's Vineyard, MA: Martha's Vineyard Airport",JetBlue Airways,Carrier,60.13847521,10.02
3261,"Martha's Vineyard, MA: Martha's Vineyard Airport",JetBlue Airways,Late Aircraft,67.37281885,7.94
3262,"Martha's Vineyard, MA: Martha's Vineyard Airport",JetBlue Airways,National Air Systems,68.32446612,4.94
3263,"Martha's Vineyard, MA: Martha's Vineyard Airport",JetBlue Airways,Weather,147.7477477,1.11
3264,"Medford, OR: Rogue Valley International - Medford",SkyWest Airlines Inc.,Carrier,57.70782551,187.58
3265,"Medford, OR: Rogue Valley International - Medford",SkyWest Airlines Inc.,Late Aircraft,61.28435479,372.57
3266,"Medford, OR: Rogue Valley International - Medford",SkyWest Airlines Inc.,National Air Systems,34.60269297,119.66
3267,"Medford, OR: Rogue Valley International - Medford",SkyWest Airlines Inc.,Weather,75.69978856,15.21
3268,"Melbourne, FL: Melbourne International",Delta Air Lines Inc.,Carrier,50.17040354,87.99
3269,"Melbourne, FL: Melbourne International",Delta Air Lines Inc.,Late Aircraft,43.07090582,61.2
3270,"Melbourne, FL: Melbourne International",Delta Air Lines Inc.,National Air Systems,37.81208435,51.35
3271,"Melbourne, FL: Melbourne International",Delta Air Lines Inc.,Weather,46.19426762,13.48
3272,"Melbourne, FL: Melbourne International",ExpressJet Airlines Inc.,Carrier,39,1
3273,"Memphis, TN: Memphis International",American Airlines Inc.,Carrier,48.55894329,165.06
3274,"Memphis, TN: Memphis International",American Airlines Inc.,Late Aircraft,62.21509922,183.26
3275,"Memphis, TN: Memphis International",American Airlines Inc.,National Air Systems,41.67786095,64.92
3276,"Memphis, TN: Memphis International",American Airlines Inc.,Weather,77.80128168,15.78
3277,"Memphis, TN: Memphis International",American Eagle Airlines Inc.,Carrier,53.03819009,19.48
3278,"Memphis, TN: Memphis International",American Eagle Airlines Inc.,Late Aircraft,78.66820515,30.7
3279,"Memphis, TN: Memphis International",American Eagle Airlines Inc.,National Air Systems,71.77323472,24.85
3280,"Memphis, TN: Memphis International",American Eagle Airlines Inc.,Weather,57.96276769,16.96
3281,"Memphis, TN: Memphis International",Delta Air Lines Inc.,Carrier,46.95755829,280.48
3282,"Memphis, TN: Memphis International",Delta Air Lines Inc.,Late Aircraft,56.18856228,214.8
3283,"Memphis, TN: Memphis International",Delta Air Lines Inc.,National Air Systems,35.49868634,143.71
3284,"Memphis, TN: Memphis International",Delta Air Lines Inc.,Weather,82.56356458,27.05
3285,"Memphis, TN: Memphis International",Envoy Air,Carrier,49.68391074,99.41
3286,"Memphis, TN: Memphis International",Envoy Air,Late Aircraft,52.45982971,128.39
3287,"Memphis, TN: Memphis International",Envoy Air,National Air Systems,42.59835174,115.09
3288,"Memphis, TN: Memphis International",Envoy Air,Weather,70.95032564,14.11
3289,"Memphis, TN: Memphis International",ExpressJet Airlines Inc.,Carrier,58.89586046,246.74
3290,"Memphis, TN: Memphis International",ExpressJet Airlines Inc.,Late Aircraft,60.33235304,268.65
3291,"Memphis, TN: Memphis International",ExpressJet Airlines Inc.,National Air Systems,43.77647122,265.45
3292,"Memphis, TN: Memphis International",ExpressJet Airlines Inc.,Weather,150.497664,10.13
3293,"Memphis, TN: Memphis International",Frontier Airlines Inc.,Carrier,43.32203964,9.47
3294,"Memphis, TN: Memphis International",Frontier Airlines Inc.,Late Aircraft,61.3247599,16.87
3295,"Memphis, TN: Memphis International",Frontier Airlines Inc.,National Air Systems,56.17989171,35.88
3296,"Memphis, TN: Memphis International",Frontier Airlines Inc.,Weather,16,0.75
3297,"Memphis, TN: Memphis International",SkyWest Airlines Inc.,Carrier,62.68650153,131.55
3298,"Memphis, TN: Memphis International",SkyWest Airlines Inc.,Late Aircraft,67.59530193,130
3299,"Memphis, TN: Memphis International",SkyWest Airlines Inc.,National Air Systems,38.81403366,114.9
3300,"Memphis, TN: Memphis International",SkyWest Airlines Inc.,Weather,53.21091095,9.56
3301,"Memphis, TN: Memphis International",Southwest Airlines Co.,Carrier,50.74463803,277.78
3302,"Memphis, TN: Memphis International",Southwest Airlines Co.,Late Aircraft,61.65900683,361.22
3303,"Memphis, TN: Memphis International",Southwest Airlines Co.,National Air Systems,39.2576467,68
3304,"Memphis, TN: Memphis International",Southwest Airlines Co.,Weather,90.52857625,17
3305,"Memphis, TN: Memphis International",US Airways Inc.,Carrier,45.46712371,26.78
3306,"Memphis, TN: Memphis International",US Airways Inc.,Late Aircraft,40.29577041,19.38
3307,"Memphis, TN: Memphis International",US Airways Inc.,National Air Systems,30.57261046,21.87
3308,"Memphis, TN: Memphis International",US Airways Inc.,Weather,108.2474227,0.97
3309,"Meridian, MS: Key Field",ExpressJet Airlines Inc.,Carrier,105.3208738,17.56
3310,"Meridian, MS: Key Field",ExpressJet Airlines Inc.,Late Aircraft,73.13626978,13.07
3311,"Meridian, MS: Key Field",ExpressJet Airlines Inc.,National Air Systems,122.9556075,4.36
3312,"Miami, FL: Miami International",American Airlines Inc.,Carrier,74.43587283,2186.2
3313,"Miami, FL: Miami International",American Airlines Inc.,Late Aircraft,71.53047392,2666.04
3314,"Miami, FL: Miami International",American Airlines Inc.,National Air Systems,36.66614165,3002.34
3315,"Miami, FL: Miami International",American Airlines Inc.,Security,40.19765177,8.16
3316,"Miami, FL: Miami International",American Airlines Inc.,Weather,68.69279021,312.26
3317,"Miami, FL: Miami International",American Eagle Airlines Inc.,Carrier,89.39073235,210.74
3318,"Miami, FL: Miami International",American Eagle Airlines Inc.,Late Aircraft,73.93672629,306.94
3319,"Miami, FL: Miami International",American Eagle Airlines Inc.,National Air Systems,37.12021229,244.32
3320,"Miami, FL: Miami International",American Eagle Airlines Inc.,Weather,79.00055513,39
3321,"Miami, FL: Miami International",Delta Air Lines Inc.,Carrier,56.482801,527.49
3322,"Miami, FL: Miami International",Delta Air Lines Inc.,Late Aircraft,60.06932076,294.25
3323,"Miami, FL: Miami International",Delta Air Lines Inc.,National Air Systems,39.29337768,578.11
3324,"Miami, FL: Miami International",Delta Air Lines Inc.,Weather,86.61582261,71.15
3325,"Miami, FL: Miami International",Envoy Air,Carrier,86.05796171,443.63
3326,"Miami, FL: Miami International",Envoy Air,Late Aircraft,55.38601665,781.61
3327,"Miami, FL: Miami International",Envoy Air,National Air Systems,34.39913276,538.9
3328,"Miami, FL: Miami International",Envoy Air,Security,63.61444029,2.26
3329,"Miami, FL: Miami International",Envoy Air,Weather,68.68620709,74.63
3330,"Miami, FL: Miami International",ExpressJet Airlines Inc.,Carrier,57.83167996,5.45
3331,"Miami, FL: Miami International",ExpressJet Airlines Inc.,Late Aircraft,109.0909091,0.11
3332,"Miami, FL: Miami International",ExpressJet Airlines Inc.,National Air Systems,42.03043109,15
3333,"Miami, FL: Miami International",ExpressJet Airlines Inc.,Weather,88.63636364,0.44
3334,"Miami, FL: Miami International",Frontier Airlines Inc.,Carrier,77.9233871,9.92
3335,"Miami, FL: Miami International",Frontier Airlines Inc.,Late Aircraft,114.2176871,14.7
3336,"Miami, FL: Miami International",Frontier Airlines Inc.,National Air Systems,75.93423019,13.38
3337,"Miami, FL: Miami International",SkyWest Airlines Inc.,Carrier,62.92219174,37.42
3338,"Miami, FL: Miami International",SkyWest Airlines Inc.,Late Aircraft,79.05085743,13.85
3339,"Miami, FL: Miami International",SkyWest Airlines Inc.,National Air Systems,34.76541656,59.99
3340,"Miami, FL: Miami International",SkyWest Airlines Inc.,Weather,118.75,1.72
3341,"Miami, FL: Miami International",United Air Lines Inc.,Carrier,48.76611659,295.61
3342,"Miami, FL: Miami International",United Air Lines Inc.,Late Aircraft,79.78311848,183.9
3343,"Miami, FL: Miami International",United Air Lines Inc.,National Air Systems,45.47782504,231.76
3344,"Miami, FL: Miami International",United Air Lines Inc.,Weather,82.4417042,28.7
3345,"Miami, FL: Miami International",US Airways Inc.,Carrier,53.78572575,397.35
3346,"Miami, FL: Miami International",US Airways Inc.,Late Aircraft,55.71819463,244.26
3347,"Miami, FL: Miami International",US Airways Inc.,National Air Systems,37.82870696,478.44
3348,"Miami, FL: Miami International",US Airways Inc.,Security,33.30808081,4.98
3349,"Miami, FL: Miami International",US Airways Inc.,Weather,109.8732864,27.99
3350,"Midland/Odessa, TX: Midland International",American Eagle Airlines Inc.,Carrier,47.11064842,34.45
3351,"Midland/Odessa, TX: Midland International",American Eagle Airlines Inc.,Late Aircraft,58.05770119,20.35
3352,"Midland/Odessa, TX: Midland International",American Eagle Airlines Inc.,National Air Systems,36.52969341,23.7
3353,"Midland/Odessa, TX: Midland International",American Eagle Airlines Inc.,Weather,61.44212074,5.49
3354,"Midland/Odessa, TX: Midland International",Envoy Air,Carrier,51.89438191,190.71
3355,"Midland/Odessa, TX: Midland International",Envoy Air,Late Aircraft,57.07316717,203.75
3356,"Midland/Odessa, TX: Midland International",Envoy Air,National Air Systems,42.56199303,85.71
3357,"Midland/Odessa, TX: Midland International",Envoy Air,Security,68.73376623,2.78
3358,"Midland/Odessa, TX: Midland International",Envoy Air,Weather,83.52198999,42.01
3359,"Midland/Odessa, TX: Midland International",ExpressJet Airlines Inc.,Carrier,59.33897333,199.47
3360,"Midland/Odessa, TX: Midland International",ExpressJet Airlines Inc.,Late Aircraft,58.79676893,254.79
3361,"Midland/Odessa, TX: Midland International",ExpressJet Airlines Inc.,National Air Systems,43.90518963,214.56
3362,"Midland/Odessa, TX: Midland International",ExpressJet Airlines Inc.,Weather,111.6580867,13.2
3363,"Midland/Odessa, TX: Midland International",SkyWest Airlines Inc.,Carrier,53.00999789,101.18
3364,"Midland/Odessa, TX: Midland International",SkyWest Airlines Inc.,Late Aircraft,58.67310217,135.76
3365,"Midland/Odessa, TX: Midland International",SkyWest Airlines Inc.,National Air Systems,36.8057874,87.89
3366,"Midland/Odessa, TX: Midland International",SkyWest Airlines Inc.,Security,42.04545455,0.88
3367,"Midland/Odessa, TX: Midland International",SkyWest Airlines Inc.,Weather,72.86387171,7.29
3368,"Midland/Odessa, TX: Midland International",Southwest Airlines Co.,Carrier,42.7834596,298.15
3369,"Midland/Odessa, TX: Midland International",Southwest Airlines Co.,Late Aircraft,52.5668897,466.4
3370,"Midland/Odessa, TX: Midland International",Southwest Airlines Co.,National Air Systems,38.77617307,66.56
3371,"Midland/Odessa, TX: Midland International",Southwest Airlines Co.,Security,39.0625,0.64
3372,"Midland/Odessa, TX: Midland International",Southwest Airlines Co.,Weather,74.25222189,14.29
3373,"Milwaukee, WI: General Mitchell International",AirTran Airways Corporation,Carrier,44.76086779,121.78
3374,"Milwaukee, WI: General Mitchell International",AirTran Airways Corporation,Late Aircraft,65.34780666,106.29
3375,"Milwaukee, WI: General Mitchell International",AirTran Airways Corporation,National Air Systems,35.93791192,83.21
3376,"Milwaukee, WI: General Mitchell International",AirTran Airways Corporation,Weather,43.77700618,5.72
3377,"Milwaukee, WI: General Mitchell International",American Airlines Inc.,Carrier,50.40272171,103.73
3378,"Milwaukee, WI: General Mitchell International",American Airlines Inc.,Late Aircraft,59.62184523,93.66
3379,"Milwaukee, WI: General Mitchell International",American Airlines Inc.,National Air Systems,33.73742465,56.32
3380,"Milwaukee, WI: General Mitchell International",American Airlines Inc.,Weather,106.2044162,9.31
3381,"Milwaukee, WI: General Mitchell International",American Eagle Airlines Inc.,Carrier,48.65859631,19.56
3382,"Milwaukee, WI: General Mitchell International",American Eagle Airlines Inc.,Late Aircraft,64.66007947,13.47
3383,"Milwaukee, WI: General Mitchell International",American Eagle Airlines Inc.,National Air Systems,45.07323107,28.1
